id,votes
506729-1,78.0
509388-1,46.0
509418-1,39.0
510556-1,94.0
510645-1,43.0
510980-1,99.0
511081-1,67.0
511242-1,147.0
511307-1,61.0
511412-1,25.0
529826-1,28.0
529834-1,59.0
529869-1,27.0
530646-1,51.0
530654-1,82.0
530662-1,46.0
537594-1,51.0
537608-1,93.0
537691-1,58.0
537730-1,33.0
537829-1,38.0
544752-1,81.0
544833-1,24.0
544876-1,39.0
544957-1,37.0
545031-1,44.0
545040-1,49.0
545180-1,43.0
545309-1,138.0
546194-1,38.0
546216-1,110.0
546933-1,78.0
547255-1,27.0
547492-1,439.0
547492-10,429.0
547492-11,328.0
547492-12,438.0
547492-13,34.0
547492-14,27.0
547492-15,86.0
547492-16,88.0
547492-17,34.0
547492-18,114.0
547492-19,65.0
547492-2,231.0
547492-20,56.0
547492-21,116.0
547492-22,40.0
547492-23,65.0
547492-24,20.0
547492-3,211.0
547492-4,411.0
547492-5,501.0
547492-6,284.0
547492-7,275.0
547492-8,327.0
547492-9,235.0
547549-1,58.0
547581-1,181.0
547603-1,47.0
547638-1,118.0
547662-1,111.0
547689-1,49.0
547719-1,119.0
547719-2,40.0
547719-3,29.0
547735-1,183.0
547760-1,406.0
547760-2,34.0
547760-3,28.0
547778-1,287.0
547883-1,44.0
547913-1,406.0
547913-2,99.0
547913-3,36.0
547913-4,25.0
547930-1,97.0
547948-1,215.0
547956-1,84.0
547999-1,223.0
547999-10,70.0
547999-11,75.0
547999-12,64.0
547999-13,75.0
547999-14,118.0
547999-15,49.0
547999-2,402.0
547999-3,313.0
547999-4,305.0
547999-5,298.0
547999-6,339.0
547999-7,433.0
547999-8,146.0
547999-9,138.0
548073-1,41.0
548081-1,278.0
548090-1,118.0
548103-1,79.0
548111-1,289.0
548111-2,259.0
548111-3,298.0
548111-4,28.0
548111-5,61.0
548120-1,159.0
548146-1,69.0
548162-1,75.0
548171-1,200.0
548189-1,50.0
548197-1,38.0
548201-1,61.0
548219-1,102.0
548227-1,60.0
548235-1,31.0
548243-1,27.0
548251-1,59.0
548260-1,73.0
548278-1,61.0
548286-1,139.0
548308-1,62.0
548316-1,35.0
548324-1,44.0
548332-1,343.0
548341-1,19.0
548359-1,59.0
548367-1,52.0
548375-1,33.0
548383-1,77.0
548383-2,17.0
548391-1,53.0
548391-2,55.0
548391-3,16.0
548405-1,79.0
548413-1,46.0
548421-1,107.0
548430-1,91.0
548448-1,24.0
548456-1,216.0
548456-2,75.0
548456-3,40.0
548456-4,38.0
548456-5,29.0
548456-6,28.0
548464-1,228.0
548464-2,57.0
548464-3,25.0
548464-4,17.0
548472-1,199.0
548481-1,28.0
548499-1,19.0
548502-1,93.0
548511-1,275.0
548511-2,378.0
548511-3,282.0
548511-4,266.0
548511-5,25.0
548511-6,35.0
548511-7,59.0
548511-8,55.0
548529-1,46.0
548537-1,24.0
548545-1,23.0
548553-1,38.0
548561-1,343.0
548561-2,381.0
548570-1,37.0
548588-1,89.0
548596-1,28.0
548600-1,80.0
548618-1,38.0
548626-1,25.0
548634-1,58.0
548715-1,47.0
548731-1,34.0
548740-1,34.0
548740-2,23.0
548766-1,78.0
548774-1,229.0
548936-1,146.0
548987-1,26.0
549002-1,66.0
549011-1,107.0
549045-1,71.0
549053-1,72.0
549061-1,48.0
549126-1,47.0
549134-1,57.0
549142-1,194.0
549142-2,29.0
549142-3,31.0
549177-1,87.0
549215-1,401.0
549231-1,356.0
549231-2,305.0
549231-3,36.0
549231-4,30.0
549231-5,28.0
549835-1,27.0
549886-1,39.0
549916-1,100.0
549924-1,58.0
549941-1,21.0
549959-1,37.0
550281-1,166.0
550299-1,154.0
550302-1,65.0
550311-1,37.0
550370-1,52.0
550388-1,83.0
550400-1,42.0
550469-1,57.0
550477-1,34.0
550493-1,41.0
550507-1,138.0
550566-1,145.0
550591-1,30.0
550612-1,30.0
550639-1,23.0
550710-1,81.0
550779-1,56.0
551546-1,39.0
551589-1,44.0
553964-1,57.0
554871-1,124.0
555266-1,118.0
561096-1,41.0
561100-1,79.0
561118-1,26.0
561126-1,25.0
561142-1,38.0
561177-1,54.0
561240-1,41.0
561266-1,24.0
561274-1,25.0
561282-1,59.0
561312-1,68.0
561321-1,28.0
561339-1,25.0
561347-1,22.0
561355-1,37.0
561363-1,46.0
561371-1,64.0
561436-1,36.0
561452-1,35.0
561461-1,24.0
561487-1,38.0
561754-1,24.0
561762-1,44.0
561771-1,7.0
561789-1,77.0
561797-1,105.0
561801-1,43.0
561819-1,40.0
561843-1,39.0
561908-1,44.0
561916-1,45.0
561924-1,59.0
561932-1,73.0
561941-1,35.0
561967-1,179.0
561975-1,75.0
562009-1,221.0
562033-1,44.0
562041-1,38.0
568414-1,280.0
568414-10,184.0
568414-11,179.0
568414-12,149.0
568414-13,494.0
568414-14,150.0
568414-15,270.0
568414-16,264.0
568414-17,327.0
568414-18,312.0
568414-19,273.0
568414-2,293.0
568414-20,188.0
568414-21,144.0
568414-22,323.0
568414-23,323.0
568414-24,285.0
568414-25,86.0
568414-26,29.0
